threshold,cal_sens,cal_spec,test_sens,test_spec
0.8839,0.0838,1.0,0.0572,0.9994
0.8844,0.0838,1.0,0.0572,0.9994
0.8849,0.0838,1.0,0.0572,0.9994
0.8854,0.0838,1.0,0.0572,0.9994
0.8859,0.0838,1.0,0.0555,0.9994
0.8864,0.0838,1.0,0.0555,0.9994
0.8869,0.0838,1.0,0.0555,0.9994
0.8874,0.0838,1.0,0.0555,0.9994
0.8879,0.0838,1.0,0.0555,0.9994
0.8884,0.0838,1.0,0.0555,0.9994
0.8889,0.0838,1.0,0.0555,0.9994
0.8894,0.0838,1.0,0.0555,0.9994
0.8899,0.0838,1.0,0.0555,0.9994
0.8904,0.0838,1.0,0.0555,0.9994
0.8909,0.0838,1.0,0.0555,0.9994
0.8914,0.0838,1.0,0.0555,0.9994
0.8919,0.0838,1.0,0.0555,0.9994
0.8924,0.0838,1.0,0.0555,0.9994
0.8929,0.0838,1.0,0.0555,0.9994
0.8934,0.0838,1.0,0.0555,0.9994
0.8939,0.0838,1.0,0.0555,0.9994
0.8944,0.0838,1.0,0.0555,0.9994
0.8949,0.0838,1.0,0.0555,0.9994
0.8954,0.0838,1.0,0.0555,0.9994
0.8959,0.0838,1.0,0.0555,0.9994
0.8964,0.0838,1.0,0.0555,0.9994
0.8969,0.0838,1.0,0.0555,0.9994
0.8974,0.0838,1.0,0.0555,0.9994
0.8979,0.0838,1.0,0.0555,0.9994
0.8984,0.0838,1.0,0.0555,0.9994
0.8989,0.0838,1.0,0.0555,0.9994
0.8994,0.0838,1.0,0.0537,0.9994
0.8999,0.0838,1.0,0.0537,0.9994
0.9005,0.0838,1.0,0.0537,0.9994
0.901,0.0838,1.0,0.0537,0.9994
0.9015,0.0838,1.0,0.0537,0.9994
0.902,0.0838,1.0,0.0537,0.9994
0.9025,0.0838,1.0,0.0537,0.9994
0.903,0.0838,1.0,0.0537,0.9994
0.9035,0.0838,1.0,0.0537,0.9994
0.904,0.0838,1.0,0.0537,0.9994
0.9045,0.0838,1.0,0.0537,0.9994
0.905,0.0838,1.0,0.0537,0.9994
0.9055,0.0838,1.0,0.0537,0.9994
0.906,0.0838,1.0,0.0519,0.9994
0.9065,0.0838,1.0,0.0519,0.9994
0.907,0.0838,1.0,0.0519,0.9994
0.9075,0.0838,1.0,0.0519,0.9994
0.908,0.0838,1.0,0.0519,0.9994
0.9085,0.0838,1.0,0.0519,0.9994
0.909,0.0838,1.0,0.0519,0.9994
0.9095,0.0838,1.0,0.0519,0.9994
0.91,0.0838,1.0,0.0519,0.9994
0.9105,0.0838,1.0,0.0519,0.9994
0.911,0.0838,1.0,0.0519,0.9994
0.9115,0.0838,1.0,0.0519,0.9994
0.912,0.0838,1.0,0.0519,0.9994
0.9125,0.0812,1.0,0.0519,0.9994
0.913,0.0812,1.0,0.0519,0.9994
0.9135,0.0812,1.0,0.0519,0.9994
0.914,0.0812,1.0,0.0519,0.9994
0.9145,0.0812,1.0,0.0519,0.9994
0.915,0.0787,1.0,0.0519,0.9994
0.9155,0.0787,1.0,0.0519,0.9994
0.916,0.0787,1.0,0.0519,0.9994
0.9165,0.0787,1.0,0.0519,0.9994
0.917,0.0787,1.0,0.0519,0.9994
0.9175,0.0787,1.0,0.0519,0.9994
0.918,0.0787,1.0,0.0519,0.9994
0.9185,0.0787,1.0,0.0519,0.9994
0.919,0.0787,1.0,0.0519,0.9994
0.9195,0.0787,1.0,0.0519,0.9994
0.92,0.0787,1.0,0.0519,0.9994
0.9205,0.0787,1.0,0.0519,0.9994
0.921,0.0787,1.0,0.0519,0.9994
0.9215,0.0787,1.0,0.0519,0.9994
0.922,0.0787,1.0,0.0519,0.9994
0.9225,0.0761,1.0,0.0519,0.9994
0.923,0.0761,1.0,0.0519,0.9994
0.9235,0.0761,1.0,0.0519,0.9994
0.924,0.0761,1.0,0.0519,0.9994
0.9245,0.0761,1.0,0.0519,0.9994
0.925,0.0761,1.0,0.0519,0.9994
0.9255,0.0761,1.0,0.0519,0.9994
0.926,0.0761,1.0,0.0519,0.9994
0.9265,0.0761,1.0,0.0519,0.9994
0.927,0.0761,1.0,0.0519,0.9994
0.9275,0.0761,1.0,0.0519,0.9994
0.928,0.0761,1.0,0.0519,0.9994
0.9285,0.0761,1.0,0.0519,0.9994
0.929,0.0761,1.0,0.0519,0.9994
0.9295,0.0761,1.0,0.0519,0.9994
0.93,0.0761,1.0,0.0519,0.9994
0.9305,0.0761,1.0,0.0519,0.9994
0.931,0.0761,1.0,0.0519,0.9994
0.9315,0.0736,1.0,0.0519,0.9994
0.932,0.0736,1.0,0.0519,0.9994
0.9325,0.0736,1.0,0.0519,0.9994
0.933,0.0711,1.0,0.0519,0.9994
0.9335,0.0711,1.0,0.0519,0.9994
0.934,0.0711,1.0,0.0519,0.9994
0.9345,0.0711,1.0,0.0519,0.9994
0.935,0.0711,1.0,0.0519,0.9994
0.9355,0.0711,1.0,0.0519,0.9994
0.936,0.0711,1.0,0.0519,0.9994
0.9365,0.0711,1.0,0.0519,0.9994
0.937,0.0711,1.0,0.0519,0.9994
0.9375,0.0711,1.0,0.0519,0.9994
0.938,0.0711,1.0,0.0519,0.9994
0.9385,0.0711,1.0,0.0519,0.9994
0.939,0.0711,1.0,0.0519,0.9994
0.9395,0.0711,1.0,0.0519,0.9994
0.94,0.0711,1.0,0.0519,0.9994
0.9405,0.0711,1.0,0.0519,0.9994
0.941,0.0711,1.0,0.0519,0.9994
0.9415,0.0711,1.0,0.0519,0.9994
0.942,0.0711,1.0,0.0519,0.9994
0.9425,0.0711,1.0,0.0519,0.9994
0.943,0.0711,1.0,0.0519,0.9994
0.9435,0.0711,1.0,0.0519,0.9994
0.944,0.0711,1.0,0.0519,0.9994
0.9445,0.0711,1.0,0.0519,0.9994
0.945,0.0711,1.0,0.0519,0.9994
0.9455,0.0711,1.0,0.0519,0.9994
0.946,0.0685,1.0,0.0519,0.9994
0.9465,0.0685,1.0,0.0519,0.9994
0.947,0.0685,1.0,0.0519,0.9994
0.9475,0.0685,1.0,0.0519,0.9994
0.948,0.0685,1.0,0.0519,0.9994
0.9485,0.0685,1.0,0.0519,0.9994
0.949,0.0685,1.0,0.0519,0.9994
0.9495,0.0685,1.0,0.0519,0.9994
0.95,0.0685,1.0,0.0519,0.9994
0.9505,0.0685,1.0,0.0519,0.9994
0.951,0.0685,1.0,0.0519,0.9994
0.9515,0.0685,1.0,0.0519,0.9994
0.952,0.0685,1.0,0.0519,0.9994
0.9525,0.0685,1.0,0.0519,0.9994
0.953,0.0685,1.0,0.0519,0.9994
0.9535,0.0685,1.0,0.0519,0.9994
0.954,0.0685,1.0,0.0519,0.9994
0.9545,0.0685,1.0,0.0519,0.9994
0.955,0.0685,1.0,0.0519,0.9994
0.9555,0.0685,1.0,0.0501,0.9994
0.956,0.0685,1.0,0.0501,0.9994
0.9565,0.0685,1.0,0.0501,0.9994
0.957,0.0685,1.0,0.0501,0.9994
0.9575,0.0685,1.0,0.0501,0.9994
0.958,0.0685,1.0,0.0501,0.9994
0.9585,0.0685,1.0,0.0501,0.9994
0.959,0.0685,1.0,0.0501,0.9994
0.9595,0.0685,1.0,0.0501,0.9994
0.96,0.0685,1.0,0.0501,0.9994
0.9605,0.0685,1.0,0.0501,0.9994
0.961,0.0685,1.0,0.0501,0.9994
0.9615,0.0685,1.0,0.0501,0.9994
0.962,0.0685,1.0,0.0501,0.9994
0.9625,0.0685,1.0,0.0501,0.9994
0.963,0.0685,1.0,0.0501,0.9994
0.9635,0.0685,1.0,0.0501,0.9994
0.964,0.0685,1.0,0.0501,0.9994
0.9645,0.0685,1.0,0.0501,0.9994
0.965,0.0685,1.0,0.0501,0.9994
0.9655,0.0685,1.0,0.0501,0.9994
0.966,0.0685,1.0,0.0501,0.9994
0.9665,0.0685,1.0,0.0501,0.9994
0.967,0.0685,1.0,0.0501,0.9994
0.9675,0.0685,1.0,0.0501,0.9994
0.968,0.0685,1.0,0.0501,0.9994
0.9685,0.0685,1.0,0.0501,0.9994
0.969,0.0685,1.0,0.0501,0.9994
0.9695,0.0685,1.0,0.0483,0.9994
0.97,0.0685,1.0,0.0483,0.9994
0.9705,0.0685,1.0,0.0483,0.9994
0.971,0.0685,1.0,0.0483,0.9994
0.9715,0.0685,1.0,0.0483,0.9994
0.972,0.0685,1.0,0.0483,0.9994
0.9725,0.0685,1.0,0.0483,0.9994
0.973,0.0685,1.0,0.0483,0.9994
0.9735,0.0685,1.0,0.0483,0.9994
0.974,0.0685,1.0,0.0483,0.9994
0.9745,0.0685,1.0,0.0483,0.9994
0.975,0.0685,1.0,0.0483,0.9994
0.9755,0.0685,1.0,0.0483,0.9994
0.976,0.0685,1.0,0.0483,0.9994
0.9765,0.0685,1.0,0.0465,0.9994
0.977,0.0685,1.0,0.0465,0.9994
0.9775,0.0685,1.0,0.0465,0.9994
0.978,0.0685,1.0,0.0465,0.9994
0.9785,0.0685,1.0,0.0465,0.9994
0.979,0.0685,1.0,0.0465,0.9994
0.9795,0.0685,1.0,0.0465,0.9994
0.98,0.0685,1.0,0.0465,0.9994
0.9805,0.0685,1.0,0.0465,0.9994
0.981,0.0685,1.0,0.0465,0.9994
0.9815,0.066,1.0,0.0465,0.9994
0.982,0.066,1.0,0.0465,0.9994
0.9825,0.066,1.0,0.0465,0.9994
0.983,0.066,1.0,0.0465,0.9994
0.9835,0.066,1.0,0.0465,0.9994
0.984,0.066,1.0,0.0465,0.9994
0.9845,0.066,1.0,0.0465,0.9994
0.985,0.066,1.0,0.0465,0.9994
0.9855,0.066,1.0,0.0465,0.9994
0.986,0.066,1.0,0.0465,0.9994
0.9865,0.066,1.0,0.0465,0.9994
0.987,0.066,1.0,0.0465,0.9994
0.9875,0.066,1.0,0.0465,0.9994
0.988,0.066,1.0,0.0465,0.9994
0.9885,0.066,1.0,0.0465,0.9994
0.989,0.066,1.0,0.0465,0.9994
0.9895,0.066,1.0,0.0465,0.9994
0.99,0.066,1.0,0.0465,0.9994
0.9905,0.066,1.0,0.0465,0.9994
0.991,0.066,1.0,0.0465,0.9994
0.9915,0.066,1.0,0.0465,0.9994
0.992,0.066,1.0,0.0465,0.9994
0.9925,0.066,1.0,0.0465,0.9994
0.993,0.066,1.0,0.0465,0.9994
0.9935,0.066,1.0,0.0465,0.9994
0.994,0.066,1.0,0.0465,0.9994
0.9945,0.066,1.0,0.0465,0.9994
0.995,0.066,1.0,0.0465,0.9994
0.9955,0.066,1.0,0.0465,0.9994
0.996,0.066,1.0,0.0465,0.9994
0.9965,0.066,1.0,0.0465,0.9994
0.997,0.066,1.0,0.0465,0.9994
0.9975,0.066,1.0,0.0465,0.9994
0.998,0.066,1.0,0.0465,0.9994
0.9985,0.066,1.0,0.0447,0.9994
0.999,0.066,1.0,0.0447,0.9994
0.9995,0.066,1.0,0.0447,0.9994
1.0,0.066,1.0,0.0447,0.9994
